"","Designated Qualified Opportunity Zones","","",""
"Arkansas","Pulaski","05119004600","Low-Income Community","2011-2015"
"Arkansas","Pulaski","05119004700","Low-Income Community","2011-2015"
"Arkansas","St. Francis","05123960400","Low-Income Community","2011-2015"
"Arkansas","St. Francis","05123960600","Low-Income Community","2011-2015"
"Arkansas","Sebastian","05131000200","Low-Income Community","2011-2015"
"Arkansas","Sebastian","05131000300","Low-Income Community","2011-2015"
"Arkansas","Sebastian","05131000800","Low-Income Community","2011-2015"
"Arkansas","Sevier","05133080300","Low-Income Community","2011-2015"
"Arkansas","Union","05139950900","Low-Income Community","2011-2015"
"Arkansas","Union","05139951000","Low-Income Community","2011-2015"
"Arkansas","Van Buren","05141460200","Low-Income Community","2011-2015"
"Arkansas","Washington","05143010200","Low-Income Community","2011-2015"
"Arkansas","Washington","05143010301","Low-Income Community","2011-2015"
"Arkansas","Washington","05143010302","Low-Income Community","2011-2015"
"Arkansas","Washington","05143010600","Low-Income Community","2011-2015"
"Arkansas","Washington","05143011101","Low-Income Community","2011-2015"
"Arkansas","Washington","05143011200","Low-Income Community","2011-2015"
"Arkansas","White","05145070800","Low-Income Community","2011-2015"
"California","Alameda","06001401000","Low-Income Community","2011-2015"
"California","Alameda","06001401400","Low-Income Community","2011-2015"
"California","Alameda","06001401500","Low-Income Community","2011-2015"
"California","Alameda","06001401600","Low-Income Community","2011-2015"
"California","Alameda","06001401700","Low-Income Community","2011-2015"
"California","Alameda","06001402200","Low-Income Community","2011-2015"
"California","Alameda","06001402400","Low-Income Community","2011-2015"
"California","Alameda","06001402500","Low-Income Community","2011-2015"
"California","Alameda","06001402600","Low-Income Community","2011-2015"
"California","Alameda","06001402700","Low-Income Community","2011-2015"
"California","Alameda","06001402800","Low-Income Community","2011-2015"
"California","Alameda","06001403300","Low-Income Community","2011-2015"
"California","Alameda","06001405901","Low-Income Community","2011-2015"
"California","Alameda","06001405902","Low-Income Community","2011-2015"
"California","Alameda","06001406000","Low-Income Community","2011-2015"
"California","Alameda","06001406100","Low-Income Community","2011-2015"
"California","Alameda","06001406201","Low-Income Community","2011-2015"
"California","Alameda","06001406202","Low-Income Community","2011-2015"
"California","Alameda","06001407200","Low-Income Community","2011-2015"
"California","Alameda","06001407300","Low-Income Community","2011-2015"
"California","Alameda","06001408400","Low-Income Community","2011-2015"
"California","Alameda","06001408500","Low-Income Community","2011-2015"
"California","Alameda","06001408600","Low-Income Community","2011-2015"
"California","Alameda","06001408700","Low-Income Community","2011-2015"
"California","Alameda","06001408800","Low-Income Community","2011-2015"
"California","Alameda","06001408900","Low-Income Community","2011-2015"
"California","Alameda","06001409000","Low-Income Community","2011-2015"
"California","Alameda","06001409500","Low-Income Community","2011-2015"
"California","Alameda","06001409700","Low-Income Community","2011-2015"
"California","Alameda","06001410500","Low-Income Community","2011-2015"
"California","Alameda","06001422900","Low-Income Community","2011-2015"
"California","Alameda","06001423200","Low-Income Community","2011-2015"
"California","Alameda","06001423500","Low-Income Community","2011-2015"
"California","Alameda","06001423901","Non-LIC Contiguous","2011-2015"
"California","Alameda","06001424001","Low-Income Community","2011-2015"
"California","Alameda","06001433102","Low-Income Community","2011-2015"
"California","Alameda","06001433700","Low-Income Community","2011-2015"
"California","Alameda","06001433800","Low-Income Community","2011-2015"
"California","Alameda","06001434000","Low-Income Community","2011-2015"
"California","Alameda","06001435400","Low-Income Community","2011-2015"
"California","Alameda","06001435602","Low-Income Community","2011-2015"
"California","Alameda","06001437500","Low-Income Community","2011-2015"
"California","Alameda","06001437600","Low-Income Community","2011-2015"
"California","Alameda","06001437701","Low-Income Community","2011-2015"
"California","Alameda","06001438201","Low-Income Community","2011-2015"
"California","Alameda","06001441923","Low-Income Community","2011-2015"
"California","Alameda","06001451404","Low-Income Community","2011-2015"
"California","Alpine","06003010000","Non-LIC Contiguous","2011-2015"
"California","Amador","06005000102","Low-Income Community","2012-2016"
"California","Butte","06007000502","Low-Income Community","2011-2015"
"California","Butte","06007000604","Low-Income Community","2011-2015"
"California","Butte","06007001000","Low-Income Community","2011-2015"
"California","Butte","06007001100","Low-Income Community","2011-2015"
"California","Butte","06007001200","Low-Income Community","2011-2015"
"California","Butte","06007001300","Low-Income Community","2011-2015"
"California","Butte","06007002800","Low-Income Community","2011-2015"
"California","Butte","06007003001","Low-Income Community","2011-2015"
"California","Butte","06007003002","Low-Income Community","2011-2015"
"California","Calaveras","06009000400","Low-Income Community","2011-2015"
"California","Colusa","06011000300","Low-Income Community","2011-2015"
"California","Colusa","06011000500","Low-Income Community","2011-2015"
"California","Contra Costa","06013306002","Low-Income Community","2011-2015"
"California","Contra Costa","06013307201","Low-Income Community","2011-2015"
"California","Contra Costa","06013307202","Low-Income Community","2011-2015"
"California","Contra Costa","06013307205","Low-Income Community","2011-2015"
"California","Contra Costa","06013312000","Low-Income Community","2011-2015"
"California","Contra Costa","06013313101","Low-Income Community","2011-2015"
"California","Contra Costa","06013313206","Low-Income Community","2011-2015"
"California","Contra Costa","06013314103","Low-Income Community","2011-2015"
"California","Contra Costa","06013314104","Low-Income Community","2011-2015"
"California","Contra Costa","06013328000","Low-Income Community","2011-2015"
"California","Contra Costa","06013336101","Low-Income Community","2011-2015"
"California","Contra Costa","06013336202","Low-Income Community","2011-2015"
"California","Contra Costa","06013337200","Low-Income Community","2011-2015"
"California","Contra Costa","06013365002","Low-Income Community","2011-2015"
"California","Contra Costa","06013369001","Low-Income Community","2011-2015"
"California","Contra Costa","06013376000","Low-Income Community","2011-2015"
"California","Contra Costa","06013386000","Low-Income Community","2011-2015"
"California","Del Norte","06015000101","Low-Income Community","2011-2015"
"California","Del Norte","06015000102","Low-Income Community","2011-2015"
"California","El Dorado","06017030302","Low-Income Community","2011-2015"
"California","El Dorado","06017031600","Low-Income Community","2011-2015"
"California","El Dorado","06017031900","Low-Income Community","2011-2015"
"California","Fresno","06019000100","Low-Income Community","2011-2015"
"California","Fresno","06019000200","Low-Income Community","2011-2015"
"California","Fresno","06019000300","Low-Income Community","2011-2015"
"California","Fresno","06019000400","Low-Income Community","2011-2015"
"California","Fresno","06019000501","Low-Income Community","2011-2015"
"California","Fresno","06019000502","Low-Income Community","2011-2015"
"California","Fresno","06019000600","Low-Income Community","2011-2015"
"California","Fresno","06019000700","Low-Income Community","2011-2015"
"California","Fresno","06019000800","Low-Income Community","2011-2015"
"California","Fresno","06019000901","Low-Income Community","2011-2015"
"California","Fresno","06019000902","Low-Income Community","2011-2015"
"California","Fresno","06019001000","Low-Income Community","2011-2015"
"California","Fresno","06019001100","Low-Income Community","2011-2015"
"California","Fresno","06019001201","Low-Income Community","2011-2015"
"California","Fresno","06019001202","Low-Income Community","2011-2015"
"California","Fresno","06019001301","Low-Income Community","2011-2015"
"California","Fresno","06019001303","Low-Income Community","2011-2015"
"California","Fresno","06019001407","Low-Income Community","2011-2015"
"California","Fresno","06019001410","Low-Income Community","2011-2015"
"California","Fresno","06019001411","Low-Income Community","2011-2015"
"California","Fresno","06019001500","Low-Income Community","2011-2015"
"California","Fresno","06019001700","Low-Income Community","2011-2015"
"California","Fresno","06019001800","Low-Income Community","2011-2015"
"California","Fresno","06019001900","Low-Income Community","2011-2015"
"California","Fresno","06019002000","Low-Income Community","2011-2015"
"California","Fresno","06019002300","Low-Income Community","2011-2015"
"California","Fresno","06019002400","Low-Income Community","2011-2015"
"California","Fresno","06019002501","Low-Income Community","2011-2015"
"California","Fresno","06019002602","Low-Income Community","2011-2015"
"California","Fresno","06019002702","Low-Income Community","2011-2015"
"California","Fresno","06019002800","Low-Income Community","2011-2015"
"California","Fresno","06019002903","Low-Income Community","2011-2015"
"California","Fresno","06019003500","Low-Income Community","2011-2015"
"California","Fresno","06019004505","Low-Income Community","2011-2015"
"California","Fresno","06019004901","Low-Income Community","2011-2015"
"California","Fresno","06019005000","Low-Income Community","2011-2015"
"California","Fresno","06019005100","Low-Income Community","2011-2015"
"California","Fresno","06019005403","Low-Income Community","2011-2015"
"California","Fresno","06019005408","Low-Income Community","2011-2015"
"California","Fresno","06019006201","Low-Income Community","2011-2015"
"California","Fresno","06019006202","Low-Income Community","2011-2015"
"California","Fresno","06019006501","Low-Income Community","2011-2015"
"California","Fresno","06019006602","Low-Income Community","2011-2015"
"California","Fresno","06019007802","Low-Income Community","2011-2015"
"California","Fresno","06019008200","Low-Income Community","2011-2015"
"California","Fresno","06019008302","Low-Income Community","2011-2015"
"California","Fresno","06019008501","Low-Income Community","2011-2015"
"California","Glenn","06021010100","Low-Income Community","2011-2015"
"California","Glenn","06021010200","Low-Income Community","2011-2015"
"California","Humboldt","06023000100","Low-Income Community","2011-2015"
"California","Humboldt","06023000300","Low-Income Community","2011-2015"
"California","Humboldt","06023000500","Low-Income Community","2011-2015"
"California","Humboldt","06023001300","Low-Income Community","2011-2015"
"California","Humboldt","06023010102","Low-Income Community","2011-2015"
"California","Humboldt","06023010501","Low-Income Community","2011-2015"
"California","Humboldt","06023940000","Low-Income Community","2011-2015"
"California","Imperial","06025010400","Low-Income Community","2011-2015"
"California","Imperial","06025010900","Low-Income Community","2011-2015"
"California","Imperial","06025011300","Low-Income Community","2011-2015"
"California","Imperial","06025011400","Low-Income Community","2011-2015"
"California","Imperial","06025011900","Low-Income Community","2011-2015"
"California","Imperial","06025012100","Low-Income Community","2011-2015"
"California","Imperial","06025012200","Low-Income Community","2011-2015"
"California","Inyo","06027000400","Low-Income Community","2011-2015"
"California","Inyo","06027000800","Low-Income Community","2011-2015"
"California","Kern","06029000200","Low-Income Community","2011-2015"
"California","Kern","06029000300","Low-Income Community","2011-2015"
"California","Kern","06029000400","Low-Income Community","2011-2015"
"California","Kern","06029000600","Low-Income Community","2011-2015"
"California","Kern","06029001202","Low-Income Community","2011-2015"
"California","Kern","06029001400","Low-Income Community","2011-2015"
"California","Kern","06029001600","Low-Income Community","2011-2015"
"California","Kern","06029001902","Low-Income Community","2011-2015"
"California","Kern","06029002000","Low-Income Community","2011-2015"
"California","Kern","06029002100","Low-Income Community","2011-2015"
"California","Kern","06029002200","Low-Income Community","2011-2015"
"California","Kern","06029002301","Low-Income Community","2011-2015"
"California","Kern","06029002302","Low-Income Community","2011-2015"
"California","Kern","06029002400","Low-Income Community","2011-2015"
"California","Kern","06029002500","Low-Income Community","2011-2015"
"California","Kern","06029002600","Low-Income Community","2011-2015"
"California","Kern","06029003103","Low-Income Community","2011-2015"
"California","Kern","06029003121","Low-Income Community","2011-2015"
"California","Kern","06029003303","Low-Income Community","2011-2015"
"California","Kern","06029003500","Low-Income Community","2011-2015"
"California","Kern","06029004101","Low-Income Community","2011-2015"
"California","Kern","06029004401","Low-Income Community","2011-2015"
"California","Kern","06029004402","Low-Income Community","2011-2015"
"California","Kern","06029004701","Low-Income Community","2011-2015"
"California","Kern","06029004800","Low-Income Community","2011-2015"
"California","Kern","06029005003","Low-Income Community","2011-2015"
"California","Kern","06029005300","Low-Income Community","2011-2015"
"California","Kern","06029005507","Low-Income Community","2011-2015"
"California","Kern","06029005600","Low-Income Community","2011-2015"
"California","Kern","06029005802","Low-Income Community","2011-2015"
"California","Kern","06029005900","Low-Income Community","2011-2015"
"California","Kern","06029006100","Low-Income Community","2011-2015"
"California","Kern","06029006303","Low-Income Community","2011-2015"
"California","Kern","06029006304","Low-Income Community","2011-2015"
